Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID,MANTO Link
728,gods,ἀθανάτοισι θεοῖσι,immortal gods,Iliad,1,520,descriptor,,,Deity Group,Direct,Zeus,,
733,gods,ἀθανάτοισι,immortal,Iliad,1,525,descriptor,,,Deity Group,Direct,Zeus,,
738,Zeus,Κρονίων,,Iliad,1,528,epithet,patronym,Kronos,Deity Male,Narration,Narrator,,
740,Olympus,μέγαν,,Iliad,1,530,descriptor,,,Location,Narration,Narrator,,
744,Olympus,αἰγλήεντος,,Iliad,1,532,epithet,,,Location,Narration,Narrator,,
750,Thetis,ἀργυρόπεζα,,Iliad,1,538,epithet,,,Deity Female,Narration,Narrator,,
750,Thetis,θυγάτηρ ἁλίοιο γέροντος,,Iliad,1,538,epithet,lineage,Proteus,Deity Female,Narration,Narrator,,
751,Zeus,Δία,,Iliad,1,539,epithet,,,Deity Male,Narration,Narrator,,
751,Zeus,Κρονίωνα,,Iliad,1,539,epithet,patronym,Kronos,Deity Male,Narration,Narrator,,
753,Zeus,δολομῆτα,,Iliad,1,540,epithet,,,Deity Male,Direct,Hera,,
759,Zeus,πατὴρ ἀνδρῶν τε θεῶν τε,,Iliad,1,544,epithet,,,Deity Male,Narration,Narrator,,
769,Hera,βοῶπις,,Iliad,1,551,epithet,,,Deity Female,Narration,Narrator,,
769,Hera,πότνια,queen,Iliad,1,551,descriptor,,,Deity Female,Narration,Narrator,,
771,Zeus,αἰνότατε,,Iliad,1,552,descriptor,,,Deity Male,Direct,Hera,,
771,Zeus,Κρονίδη,,Iliad,1,552,epithet,patronym,Kronos,Deity Male,Direct,Hera,,
775,Thetis,ἀργυρόπεζα,,Iliad,1,556,epithet,,,Deity Female,Direct,Hera,,
781,Zeus,νεφεληγερέτα,,Iliad,1,560,epithet,,,Deity Male,Narration,Narrator,,
783,Hera,δαιμονίη,,Iliad,1,561,descriptor,,,Deity Female,Direct,Zeus,,
793,Hera,βοῶπις,,Iliad,1,568,epithet,,,Deity Female,Narration,Narrator,,
793,Hera,πότνια,queen,Iliad,1,568,descriptor,,,Deity Female,Narration,Narrator,,
796,Hephaestus,κλυτοτέχνης,,Iliad,1,571,epithet,,,Deity Male,Narration,Narrator,,
798,Hera,λευκωλένῳ,,Iliad,1,572,epithet,,,Deity Female,Narration,Narrator,,
805,Zeus,Διί,,Iliad,1,578,epithet,,,Deity Male,Direct,Hephaestus,,
807,Zeus,Ὀλύμπιος,,Iliad,1,580,epithet,,,Deity Male,Direct,Hephaestus,,
807,Zeus,ἀστεροπητὴς,,Iliad,1,580,epithet,,,Deity Male,Direct,Hephaestus,,
808,Zeus,πολὺ φέρτατός,,Iliad,1,581,descriptor,,,Deity Male,Direct,Hephaestus,,
810,Zeus,Ὀλύμπιος,,Iliad,1,583,epithet,,,Deity Male,Direct,Hephaestus,,
819,Zeus,Ὀλύμπιος,,Iliad,1,589,epithet,,,Deity Male,Direct,Hephaestus,,
827,Hera,θεὰ,goddess,Iliad,1,595,descriptor,,,Deity Female,Narration,Narrator,,
827,Hera,λευκώλενος,,Iliad,1,595,epithet,,,Deity Female,Narration,Narrator,,
831,gods,μακάρεσσι,,Iliad,1,599,epithet,,,Deity Group,Narration,Narrator,,
841,Hephaestus,περικλυτὸς,,Iliad,1,607,descriptor,,,Deity Male,Narration,Narrator,,
841,Hephaestus,ἀμφιγυήεις,,Iliad,1,607,epithet,,,Deity Male,Narration,Narrator,,
843,Zeus,Ὀλύμπιος,,Iliad,1,609,epithet,,,Deity Male,Narration,Narrator,,
843,Zeus,ἀστεροπητής,,Iliad,1,609,epithet,,,Deity Male,Narration,Narrator,,
845,Hera,χήχρυσόθρονοςρην,gold-enthroned,Iliad,1,611,epithet,,,Deity Female,Narration,Narrator,,
850,men,ἱπποκορυσταὶ,,Iliad,2,1,epithet,,,Human Group,Narration,Narrator,,
851,Zeus,Δία,,Iliad,2,2,epithet,,,Deity Male,Narration,Narrator,,
855,Agamemnon,Ἀτρεΐδῃ,of Atreus,Iliad,2,6,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
858,ship,θοὰς,swift,Iliad,2,8,epithet,,,Object,Direct,Zeus,,
859,Agamemnon,Ἀτρεΐδαο,of Atreus,Iliad,2,9,epithet,patronym,Atreus,Human Male,Direct,Zeus,,
861,Achaeans,κομόωντας,,Iliad,2,11,epithet,,,Human Group,Direct,Zeus,,
862,Troy,εὐρυάγυιαν,broad-wayed,Iliad,2,12,descriptor,,,Location,Direct,Zeus,,
864,gods,ἀθάνατοι,immortal,Iliad,2,14,descriptor,,,Deity Group,Direct,Zeus,,
869,ship,θοὰς,swift,Iliad,2,17,epithet,,,Object,Narration,Narrator,,
870,Agamemnon,Ἀτρεΐδην,of Atreus,Iliad,2,18,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
872,Nestor,Νηληΐῳ υἷι,,Iliad,2,20,epithet,lineage,Neleus,Human Male,Narration,Narrator,,
876,Agamemnon,Ἀτρέος υἱὲ,,Iliad,2,23,epithet,lineage,Atreus,Human Male,Direct,Dream-as-Nestor,,
876,Agamemnon,δαΐφρονος,,Iliad,2,23,epithet,,,Human Male,Direct,Dream-as-Nestor,,
876,Atreus,ἱπποδάμοιο,,Iliad,2,23,epithet,,,Human Male,Direct,Dream-as-Nestor,,
881,Achaeans,κομόωντας,,Iliad,2,28,epithet,,,Human Group,Direct,Dream-as-Nestor,,
882,Troy,εὐρυάγυιαν,broad-wayed,Iliad,2,29,descriptor,,,Location,Direct,Dream-as-Nestor,,
884,gods,ἀθάνατοι,immortal,Iliad,2,31,descriptor,,,Deity Group,Direct,Dream-as-Nestor,,
887,sleep,μελίφρων,,Iliad,2,34,epithet,,,Concept,Direct,Dream-as-Nestor,,
893,Troy,Πριάμου πόλιν,,Iliad,2,37,descriptor,,,Location,Narration,Narrator,,
902,sceptre,ἄφθιτον αἰεὶ,always imperishable,Iliad,2,46,descriptor,,,Object,Narration,Narrator,,
903,Achaeans,χαλκοχιτώνων,bronze-clad,Iliad,2,47,epithet,,,Human Group,Narration,Narrator,,
905,Eos,θεὰ,goddess,Iliad,2,48,descriptor,,,Deity Female,Narration,Narrator,,
905,Olympus,μακρὸν,,Iliad,2,48,epithet,,,Location,Narration,Narrator,,
906,gods,ἀθανάτοισιν,immortal,Iliad,2,49,descriptor,,,Deity Group,Narration,Narrator,,
907,heralds,λιγυφθόγγοισι,,Iliad,2,50,epithet,,,Human Male,Narration,Narrator,,
908,Achaeans,κομόωντας,,Iliad,2,51,epithet,,,Human Group,Narration,Narrator,,
908,Achaeans,Ἀχαιούς,,Iliad,2,51,epithet,,,Human Group,Narration,Narrator,,
911,elders,μεγαθύμων,,Iliad,2,53,epithet,,,Human Group,Narration,Narrator,,
912,Nestor,Πυλοιγενέος,,Iliad,2,54,epithet,homeland,Pylos,Human Male,Narration,Narrator,,
912,Nestor,βασιλῆος,,Iliad,2,54,epithet,,,Human Male,Narration,Narrator,,
916,Nestor,δίῳ,,Iliad,2,57,epithet,,,Human Male,Direct,Agamemnon,,
920,Agamemnon,Ἀτρέος υἱὲ,,Iliad,2,60,epithet,patronym,Atreus,Human Male,Direct-Quotation,Agamemnon,,
920,Atreus,δαΐφρονος,,Iliad,2,60,epithet,,,Human Male,Direct-Quotation,Agamemnon,,
920,Atreus,ἱπποδάμοιο,,Iliad,2,60,epithet,,,Human Male,Direct-Quotation,Agamemnon,,
925,Achaeans,κομόωντας,,Iliad,2,65,epithet,,,Human Group,Direct-Quotation,Agamemnon,,
926,Troy,εὐρυάγυιαν,broad-wayed,Iliad,2,66,descriptor,,,Location,Direct-Quotation,Agamemnon,,
928,gods,ἀθάνατοι,immortal,Iliad,2,68,descriptor,,,Deity Group,Direct-Quotation,Agamemnon,,
932,sons,υἷας Ἀχαιῶν,,Iliad,2,72,epithet,lineage,Achaeans,Human Group,Direct,Agamemnon,,
941,Nestor,ἄναξ,,Iliad,2,77,epithet,,,Human Male,Narration,Narrator,,
941,Pylos,ἠμαθόεντος,,Iliad,2,77,epithet,,,Location,Narration,Narrator,,
947,Agamemnon,ἄριστος Ἀχαιῶν,,Iliad,2,82,epithet,,,Human Male,Direct,Nestor,,
948,sons,υἷας Ἀχαιῶν,,Iliad,2,83,epithet,lineage,Achaeans,Human Group,Direct,Nestor,,
952,Nestor,ποιμένι λαῶν,,Iliad,2,85,epithet,,,Human Male,Narration,Narrator,,
953,kings,σκηπτοῦχοι βασιλῆες,,Iliad,2,86,epithet,,,Human Group,Narration,Narrator,,
960,rumor,ὄσσα,,Iliad,2,93,epithet,,,Concept,Narration,Narrator,,
961,rumor,Διὸς ἄγγελος,,Iliad,2,94,epithet,,,Concept,Narration,Narrator,,
965,kings,διοτρεφέων,,Iliad,2,98,epithet,lineage,Zeus,Human Group,Narration,Narrator,,
967,Agamemnon,κρείων,,Iliad,2,100,epithet,,,Human Male,Narration,Narrator,,
969,Zeus,Κρονίωνι,,Iliad,2,102,epithet,patronym,Kronos,Deity Male,Narration,Narrator,,
969,Zeus,ἄνακτι,,Iliad,2,102,epithet,,,Deity Male,Narration,Narrator,,
970,Hermes,διακτόρῳ,,Iliad,2,103,descriptor,,,Deity Male,Narration,Narrator,,
970,Hermes,ἀργεϊφόντῃ,,Iliad,2,103,epithet,,,Deity Male,Narration,Narrator,,
971,Hermes,ἄναξ,,Iliad,2,104,epithet,,,Deity Male,Narration,Narrator,,
971,Pelops,πληξίππῳ,,Iliad,2,104,epithet,,,Human Male,Narration,Narrator,,
972,Atreus,ποιμένι λαῶν,,Iliad,2,105,epithet,,,Human Male,Narration,Narrator,,
973,Thyestes,πολύαρνι,,Iliad,2,106,epithet,,,Human Male,Narration,Narrator,,
979,Danaans,ἥρωες,,Iliad,2,110,descriptor,,,Human Group,Direct,Agamemnon,,
979,Danaans,θεράποντες Ἄρηος,,Iliad,2,110,epithet,,,Human Group,Direct,Agamemnon,,
980,Zeus,μέγα,,Iliad,2,111,descriptor,,,Deity Male,Direct,Agamemnon,,
980,Zeus,Κρονίδης,,Iliad,2,111,epithet,patronym,Kronos,Deity Male,Direct,Agamemnon,,
981,Zeus,σχέτλιος,,Iliad,2,112,descriptor,,,Deity Male,Direct,Agamemnon,,
982,Troy,εὐτείχεον,,Iliad,2,113,epithet,,,Location,Direct,Agamemnon,,
985,Zeus,ὑπερμενέϊ,,Iliad,2,116,epithet,,,Deity Male,Direct,Agamemnon,,
998,sons,υἷας Ἀχαιῶν,,Iliad,2,129,epithet,lineage,Achaeans,Human Group,Direct,Agamemnon,,
1002,Troy,εὖ ναιόμενον πτολίεθρον,,Iliad,2,133,descriptor,,,Location,Direct,Agamemnon,,
1003,Zeus,μεγάλου,,Iliad,2,134,descriptor,,,Deity Male,Direct,Agamemnon,,
1010,Troy,εὐρυάγυιαν,broad-wayed,Iliad,2,141,descriptor,,,Location,Direct,Agamemnon,,
1017,Zeus,πατρὸς,,Iliad,2,146,descriptor,,,Deity Male,Narration,Narrator,,
1023,sea,δῖαν,,Iliad,2,152,epithet,,,Nature,Narration,Narrator,,
1031,Zeus,αἰγιόχοιο,aegis-bearer,Iliad,2,157,epithet,,,Deity Male,Direct,Hera,,
1031,Athena,Διὸς τέκος,,Iliad,2,157,epithet,lineage,Zeus,Deity Female,Direct,Hera,,
1031,Athena,Ἀτρυτώνη,,Iliad,2,157,epithet,,,Deity Female,Direct,Hera,,
1033,sea,εὐρέα νῶτα,,Iliad,2,159,epithet,,,Nature,Direct,Hera,,
1035,Helen,Ἀργείην,,Iliad,2,161,epithet,homeland,Argos,Human Female,Direct,Hera,,
1037,Achaeans,χαλκοχιτώνων,bronze-clad,Iliad,2,163,epithet,,,Human Group,Direct,Hera,,
1039,ship,ἀμφιελίσσας,,Iliad,2,165,epithet,,,Object,Direct,Hera,,
1042,Athena,θεὰ,goddess,Iliad,2,166,descriptor,,,Deity Female,Narration,Narrator,,
1042,Athena,γλαυκῶπις,,Iliad,2,166,epithet,,,Deity Female,Narration,Narrator,,
1044,ship,θοὰς,swift,Iliad,2,168,epithet,,,Object,Narration,Narrator,,
1045,Odysseus,Διὶ μῆτιν ἀτάλαντον,,Iliad,2,169,epithet,,,Human Male,Narration,Narrator,,
1046,ship,ἐϋσσέλμοιο,,Iliad,2,170,epithet,,,Object,Narration,Narrator,,
1048,Athena,γλαυκῶπις,,Iliad,2,172,epithet,,,Deity Female,Narration,Narrator,,
1050,Odysseus,διογενὲς,,Iliad,2,173,epithet,lineage,Zeus,Human Male,Direct,Athena,,
1050,Odysseus,Λαερτιάδη,,Iliad,2,173,epithet,patronym,Laertes,Human Male,Direct,Athena,,
1050,Odysseus,πολυμήχανʼ,,Iliad,2,173,epithet,,,Human Male,Direct,Athena,,
1054,Helen,Ἀργείην,,Iliad,2,177,epithet,homeland,Argos,Human Female,Direct,Athena,,
1058,ship,ἀμφιελίσσας,,Iliad,2,181,epithet,,,Object,Direct,Athena,,
1063,Eurybates,Ἰθακήσιος,,Iliad,2,184,epithet,homeland,Ithaca,Human Male,Narration,Narrator,,
1064,Agamemnon,Ἀτρεΐδεω,of Atreus,Iliad,2,185,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
1066,Achaeans,χαλκοχιτώνων,bronze-clad,Iliad,2,187,epithet,,,Human Group,Narration,Narrator,,
1072,general address,δαιμόνιʼ,,Iliad,2,190,descriptor,,,Human Male,Direct,Odysseus,,
1074,Agamemnon,Ἀτρεΐωνος,of Atreus,Iliad,2,192,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
1075,sons,υἷας Ἀχαιῶν,,Iliad,2,193,epithet,lineage,Achaeans,Human Group,Direct,Odysseus,,
1077,sons,υἷας Ἀχαιῶν,,Iliad,2,195,epithet,lineage,Achaeans,Human Group,Direct,Odysseus,,
1078,kings,διοτρεφέων,,Iliad,2,196,epithet,lineage,Zeus,Human Group,Direct,Odysseus,,
1079,Zeus,μητίετα,counsellor,Iliad,2,197,epithet,,,Deity Male,Direct,Odysseus,,
1085,general address,δαιμόνιʼ,,Iliad,2,200,descriptor,,,Human Male,Direct,Odysseus,,
1090,Zeus,Κρόνου πάϊς,,Iliad,2,205,epithet,lineage,Kronos,Deity Male,Direct,Odysseus,,
1090,Kronos,ἀγκυλομήτεω,crooked of counsel,Iliad,2,205,epithet,,,Deity Male,Direct,Odysseus,,
1096,sea,πολυφλοίσβοιο,loud-roaring,Iliad,2,209,epithet,,,Nature,Narration,Narrator,,
1100,Thersites,ἀμετροεπὴς,,Iliad,2,212,descriptor,,,Human Male,Narration,Narrator,,
1104,Thersites,αἴσχιστος,,Iliad,2,216,descriptor,,,Human Male,Narration,Narrator,,
1108,Thersites,ἔχθιστος,,Iliad,2,220,descriptor,,,Human Male,Narration,Narrator,,
1109,Agamemnon,δίῳ,,Iliad,2,221,descriptor,,,Human Male,Narration,Narrator,,
1110,cries,ὀξέα,,Iliad,2,222,epithet,,,Concept,Narration,Narrator,,
1115,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,225,epithet,patronym,Atreus,Human Male,Direct,Thersites,,
1120,Trojans,ἱπποδάμων,,Iliad,2,230,epithet,,,Human Group,Direct,Thersites,,
1124,sons,υἷας Ἀχαιῶν,,Iliad,2,234,epithet,lineage,Achaeans,Human Group,Direct,Thersites,,
1132,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,242,epithet,patronym,Atreus,Human Male,Direct,Thersites,,
1135,Agamemnon,ποιμένα λαῶν,,Iliad,2,243,epithet,,,Human Male,Narration,Narrator,,
1136,Odysseus,δῖος,divine,Iliad,2,244,epithet,,,Human Male,Narration,Narrator,,
1139,Thersites,ἀκριτόμυθε,,Iliad,2,246,epithet,,,Human Male,Direct,Odysseus,,
1142,"Agamemnon, Menelaus",Ἀτρεΐδῃς,,Iliad,2,249,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
1146,sons,υἷες Ἀχαιῶν,,Iliad,2,253,epithet,lineage,Achaeans,Human Group,Direct,Odysseus,,
1147,Agamemnon,Ἀτρεΐδῃ,of Atreus,Iliad,2,254,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
1147,Agamemnon,ποιμένι λαῶν,,Iliad,2,254,epithet,,,Human Male,Direct,Odysseus,,
1149,Danaans,ἥρωες,,Iliad,2,256,descriptor,,,Human Group,Direct,Odysseus,,
1153,Odysseus,Τηλεμάχοιο πατὴρ,,Iliad,2,260,epithet,lineage,Telemachus,Human Male,Direct,Odysseus,,
1156,ship,θοὰς,swift,Iliad,2,263,epithet,,,Object,Direct,Odysseus,,
1172,Thersites,λωβητῆρα ἐπεσβόλον,scurrilous slanderer,Iliad,2,275,descriptor,,,Human Male,Direct,general gathering,,
1177,Odysseus,πτολίπορθος,,Iliad,2,278,epithet,,,Human Male,Narration,Narrator,,
1178,Athena,γλαυκῶπις,,Iliad,2,279,epithet,,,Deity Female,Narration,Narrator,,
1180,sons,υἷες Ἀχαιῶν,,Iliad,2,281,epithet,lineage,Achaeans,Human Group,Narration,Narrator,,
1184,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,284,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
1184,Agamemnon,ἄναξ,,Iliad,2,284,epithet,,,Human Male,Direct,Odysseus,,
1187,Argos,ἱπποβότοιο,,Iliad,2,287,epithet,,,Location,Direct,Odysseus,,
1188,Troy,εὐτείχεον,,Iliad,2,288,epithet,,,Location,Direct,Odysseus,,
1197,ship,κορωνίσιν,,Iliad,2,297,epithet,,,Object,Direct,Odysseus,,
1207,gods,ἀθανάτοισι,immortal,Iliad,2,306,descriptor,,,Deity Group,Direct,Odysseus,,
1210,Zeus,Ὀλύμπιος,,Iliad,2,309,epithet,,,Deity Male,Direct,Odysseus,,
1219,Zeus,θεὸς,,Iliad,2,318,descriptor,,,Deity Male,Direct,Odysseus,,
1220,Zeus,Κρόνου πάϊς,,Iliad,2,319,epithet,lineage,Kronos,Deity Male,Direct,Odysseus,,
1220,Kronos,ἀγκυλομήτεω,crooked of counsel,Iliad,2,319,epithet,,,Deity Male,Direct,Odysseus,,
1222,gods,θεῶν,,Iliad,2,321,descriptor,,,Deity Group,Direct,Odysseus,,
1225,Achaeans,κομόωντες,long-haired,Iliad,2,323,epithet,,,Human Group,Direct-Imagined,Odysseus-as-Calchas,,
1226,Zeus,μητίετα,counsellor,Iliad,2,324,epithet,,,Deity Male,Direct-Imagined,Odysseus-as-Calchas,,
1231,Troy,εὐρυάγυιαν,broad-wayed,Iliad,2,329,descriptor,,,Location,Direct-Imagined,Odysseus-as-Calchas,,
1234,Achaeans,ἐϋκνήμιδες,well-greaved,Iliad,2,331,epithet,,,Human Group,Direct,Odysseus,,
1240,Odysseus,θείοιο,godlike,Iliad,2,335,epithet,,,Human Male,Narration,Narrator,,
1242,Nestor,Γερήνιος,,Iliad,2,336,epithet,homeland,Gerenia,Human Male,Narration,Narrator,,
1242,Nestor,ἱππότα,,Iliad,2,336,epithet,,,Human Male,Narration,Narrator,,
1251,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,344,epithet,patronym,Atreus,Human Male,Direct,Nestor,,
1255,Zeus,αἰγιόχοιο,aegis-bearer,Iliad,2,348,epithet,,,Deity Male,Direct,Nestor,,
1257,Zeus,ὑπερμενέα,,Iliad,2,350,epithet,,,Deity Male,Direct,Nestor,,
1257,Zeus,Κρονίωνα,,Iliad,2,350,epithet,lineage,Kronos,Deity Male,Direct,Nestor,,
1265,ship,ἐϋσσέλμοιο,,Iliad,2,358,epithet,,,Object,Direct,Nestor,,
1267,Agamemnon,ἄναξ,,Iliad,2,360,epithet,,,Human Male,Direct,Nestor,,
1279,Agamemnon,κρείων,,Iliad,2,369,epithet,,,Human Male,Narration,Narrator,,
1281,Nestor,γέρον,,Iliad,2,370,descriptor,,,Human Male,Direct,Agamemnon,,
1281,sons,υἷας Ἀχαιῶν,,Iliad,2,370,epithet,lineage,Achaeans,Human Group,Direct,Agamemnon,,
1282,Zeus,πάτερ,,Iliad,2,371,descriptor,,,Deity Male,Direct,Agamemnon,,
1284,Troy,πόλις Πριάμοιο,,Iliad,2,373,descriptor,,,Location,Direct,Agamemnon,,
1284,Priam,ἄνακτος,,Iliad,2,373,epithet,,,Human Male,Direct,Agamemnon,,
1286,Zeus,αἰγίοχος,aegis-bearer,Iliad,2,375,epithet,,,Deity Male,Direct,Agamemnon,,
1286,Zeus,Κρονίδης,,Iliad,2,375,epithet,patronym,Kronos,Deity Male,Direct,Agamemnon,,
1294,horses,ὠκυπόδεσσιν,swift-footed,Iliad,2,383,epithet,,,Animal,Direct,Agamemnon,,
1296,Ares,στυγερῷ,,Iliad,2,385,epithet,,,Deity Male,Direct,Agamemnon,,
1300,shield,ἀμφιβρότης,,Iliad,2,389,epithet,,,Object,Direct,Agamemnon,,
1303,ship,κορωνίσιν,,Iliad,2,392,epithet,,,Object,Direct,Agamemnon,,
1313,gods,θεῶν,,Iliad,2,400,descriptor,,,Deity Group,Narration,Narrator,,
1313,gods,αἰειγενετάων,,Iliad,2,400,descriptor,,,Deity Group,Narration,Narrator,,
1315,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Iliad,2,402,epithet,,,Human Male,Narration,Narrator,,
1316,Zeus,ὑπερμενέϊ,,Iliad,2,403,epithet,,,Deity Male,Narration,Narrator,,
1316,Zeus,Κρονίωνι,,Iliad,2,403,epithet,lineage,Kronos,Deity Male,Narration,Narrator,,
1318,Idomeneus,ἄνακτα,,Iliad,2,405,epithet,,,Human Male,Narration,Narrator,,
1319,Diomedes,Τυδέος υἱόν,son of Tydeus,Iliad,2,406,epithet,lineage,Tydeus,Human Male,Narration,Narrator,,
1320,Odysseus,Διὶ μῆτιν ἀτάλαντον,,Iliad,2,407,epithet,,,Human Male,Narration,Narrator,,
1321,Menelaus,βοὴν ἀγαθὸς,good at the war cry,Iliad,2,408,epithet,,,Human Male,Narration,Narrator,,
1324,Agamemnon,κρείων,,Iliad,2,411,epithet,,,Human Male,Narration,Narrator,,
1326,Zeus,κύδιστε,,Iliad,2,412,descriptor,,,Deity Male,Direct-Prayer,Agamemnon,,
1326,Zeus,μέγιστε,,Iliad,2,412,descriptor,,,Deity Male,Direct-Prayer,Agamemnon,,
1326,Zeus,κελαινεφὲς,,Iliad,2,412,epithet,,,Deity Male,Direct-Prayer,Agamemnon,,
1326,Zeus,αἰθέρι ναίων,,Iliad,2,412,descriptor,,,Deity Male,Direct-Prayer,Agamemnon,,
1336,Zeus,Κρονίων,,Iliad,2,419,epithet,lineage,Kronos,Deity Male,Narration,Narrator,,
1350,Nestor,Γερήνιος,,Iliad,2,433,epithet,homeland,Gerenia,Human Male,Narration,Narrator,,
1350,Nestor,ἱππότα,,Iliad,2,433,epithet,,,Human Male,Narration,Narrator,,
1352,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,434,epithet,patronym,Atreus,Human Male,Direct,Nestor,,
1352,Agamemnon,κύδιστε,,Iliad,2,434,descriptor,,,Human Male,Direct,Nestor,,
1352,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Iliad,2,434,epithet,,,Human Male,Direct,Nestor,,
1354,Zeus,θεὸς,,Iliad,2,436,descriptor,,,Deity Male,Direct,Nestor,,
1355,Achaeans,χαλκοχιτώνων,bronze-clad,Iliad,2,437,epithet,,,Human Group,Direct,Nestor,,
1358,Ares,ὀξὺν,,Iliad,2,440,epithet,,,Deity Male,Direct,Nestor,,
1361,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Iliad,2,441,epithet,,,Human Male,Narration,Narrator,,
1362,heralds,λιγυφθόγγοισι,,Iliad,2,442,epithet,,,Human Male,Narration,Narrator,,
1363,Achaeans,κομόωντας,,Iliad,2,443,epithet,,,Human Group,Narration,Narrator,,
1365,Agamemnon,Ἀτρεΐωνα,of Atreus,Iliad,2,445,epithet,patronym,Atreus,Human Male,Narration,Narrator,,
1365,kings,διοτρεφέες,,Iliad,2,445,epithet,lineage,Zeus,Human Group,Narration,Narrator,,
1366,Athena,γλαυκῶπις,,Iliad,2,446,epithet,,,Deity Female,Narration,Narrator,,
1367,Athena,αἰγίδʼ ἔχουσʼ ἐρίτιμον,,Iliad,2,447,descriptor,,,Deity Female,Narration,Narrator,,
