Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID
869,ship,θοὰς,,Iliad,2,17,epithet,,,,Narration,Narrator,
870,Agamemnon,Ἀτρεΐδην,of Atreus,Iliad,2,18,epithet,patronym,Atreus,,Narration,Narrator,
872,Nestor,Νηληΐῳ υἷι,,Iliad,2,20,epithet,lineage,Neleus,,Narration,Narrator,
876,Agamemnon,Ἀτρέος υἱὲ,son of Atreus,Iliad,2,23,epithet,lineage,Atreus,,Direct,Dream-as-Nestor,
876,Agamemnon,δαΐφρονος,,Iliad,2,23,epithet,,,,Direct,Dream-as-Nestor,
876,Atreus,ἱπποδάμοιο,,Iliad,2,23,epithet,,,,Direct,Dream-as-Nestor,
881,Achaean,κομόωντας,,Iliad,2,28,epithet,,,,Direct,Dream-as-Nestor,
882,Troy,εὐρυάγυιαν,,Iliad,2,29,descriptor,,,,Direct,Dream-as-Nestor,
884,gods,ἀθάνατοι,,Iliad,2,31,descriptor,,,,Direct,Dream-as-Nestor,
887,sleep,μελίφρων,,Iliad,2,34,epithet,,,,Direct,Dream-as-Nestor,
893,Troy,Πριάμου πόλιν,,Iliad,2,37,descriptor,,,,Narration,Narrator,
902,sceptre,ἄφθιτον αἰεὶ,always imperishable,Iliad,2,46,descriptor,,,,Narration,Narrator,
903,Achaean,χαλκοχιτώνων,,Iliad,2,47,epithet,,,,Narration,Narrator,
905,Eos,θεὰ,goddess,Iliad,2,48,descriptor,,,,Narration,Narrator,
905,Olympus,μακρὸν,,Iliad,2,48,epithet,,,,Narration,Narrator,
906,gods,ἀθανάτοισιν,,Iliad,2,49,descriptor,,,,Narration,Narrator,
907,Heralds,λιγυφθόγγοισι,,Iliad,2,50,epithet,,,,Narration,Narrator,
908,Achaean,κομόωντας,,Iliad,2,51,epithet,,,,Narration,Narrator,
908,Achaean,Ἀχαιούς,,Iliad,2,51,epithet,,,,Narration,Narrator,
911,elders,μεγαθύμων,,Iliad,2,53,epithet,,,,Narration,Narrator,
912,Nestor,Πυλοιγενέος,,Iliad,2,54,epithet-place,homeland,Pylos,,Narration,Narrator,
912,Nestor,βασιλῆος,,Iliad,2,54,epithet,,,,Narration,Narrator,
916,Nestor,δίῳ,,Iliad,2,57,epithet,,,,Direct,Agamemnon,
920,Agamemnon,Ἀτρέος υἱὲ,of Atreus,Iliad,2,60,epithet,patronym,Atreus,,Direct,Agamemnon,
920,Atreus,δαΐφρονος,,Iliad,2,60,epithet,,,,Direct,Agamemnon,
920,Atreus,ἱπποδάμοιο,,Iliad,2,60,epithet,,,,Direct,Agamemnon,
925,Achaean,κομόωντας,,Iliad,2,65,epithet,,,,Direct,Agamemnon,
926,Troy,εὐρυάγυιαν,,Iliad,2,66,descriptor,,,,Direct,Agamemnon,
928,gods,ἀθάνατοι,,Iliad,2,68,descriptor,,,,Direct,Agamemnon,
932,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,72,epithet,lineage,Achaeans,,Direct,Agamemnon,
941,Nestor,ἄναξ,,Iliad,2,77,epithet,,,,Narration,Narrator,
941,Pylos,ἠμαθόεντος,,Iliad,2,77,epithet,,,,Narration,Narrator,
947,Agamemnon,ἄριστος Ἀχαιῶν,,Iliad,2,82,epithet,,,,Direct,Nestor,
948,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,83,epithet,lineage,Achaeans,,Direct,Nestor,
952,Nestor,ποιμένι λαῶν,,Iliad,2,85,epithet,,,,Narration,Narrator,
953,kings,σκηπτοῦχοι βασιλῆες,,Iliad,2,86,epithet,,,,Narration,Narrator,
960,rumor,ὄσσα,,Iliad,2,93,epithet,,,,Narration,Narrator,
961,rumor,Διὸς ἄγγελος,,Iliad,2,94,epithet,,,,Narration,Narrator,
965,kings,διοτρεφέων,,Iliad,2,98,epithet,lineage,Zeus,,Narration,Narrator,
967,Agamemnon,κρείων,,Iliad,2,100,epithet,,,,Narration,Narrator,
969,Zeus,Κρονίωνι,,Iliad,2,102,epithet,patronym,Kronos,,Narration,Narrator,
969,Zeus,ἄνακτι,,Iliad,2,102,epithet,,,,Narration,Narrator,
970,Hermes,διακτόρῳ,,Iliad,2,103,descriptor,,,,Narration,Narrator,
970,Hermes,ἀργεϊφόντῃ,,Iliad,2,103,epithet,,,,Narration,Narrator,
971,Hermes,ἄναξ,,Iliad,2,104,epithet,,,,Narration,Narrator,
971,Pelops,πληξίππῳ,,Iliad,2,104,epithet,,,,Narration,Narrator,
972,Atreus,ποιμένι λαῶν,,Iliad,2,105,epithet,,,,Narration,Narrator,
973,Thyestes,πολύαρνι,,Iliad,2,106,epithet,,,,Narration,Narrator,
979,Danaans,ἥρωες,,Iliad,2,110,descriptor,,,,Direct,Agamemnon,
979,Danaans,θεράποντες Ἄρηος,,Iliad,2,110,epithet,,,,Direct,Agamemnon,
980,Zeus,μέγα,,Iliad,2,111,descriptor,,,,Direct,Agamemnon,
980,Zeus,Κρονίδης,,Iliad,2,111,epithet,patronym,Kronos,,Direct,Agamemnon,
981,Zeus,σχέτλιος,,Iliad,2,112,descriptor,,,,Direct,Agamemnon,
982,Troy,εὐτείχεον,,Iliad,2,113,epithet,,,,Direct,Agamemnon,
985,Zeus,ὑπερμενέϊ,,Iliad,2,116,epithet,,,,Direct,Agamemnon,
998,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,129,epithet,lineage,Achaeans,,Direct,Agamemnon,
1002,Troy,εὖ ναιόμενον πτολίεθρον,,Iliad,2,133,descriptor,,,,Direct,Agamemnon,
1003,Zeus,μεγάλου,,Iliad,2,134,descriptor,,,,Direct,Agamemnon,
1010,Troy,εὐρυάγυιαν,,Iliad,2,141,descriptor,,,,Direct,Agamemnon,
1017,Zeus,πατρὸς,,Iliad,2,146,descriptor,,,,Narration,Narrator,
1023,sea,δῖαν,,Iliad,2,152,epithet,,,,Narration,Narrator,
1031,Zeus,αἰγιόχοιο,,Iliad,2,157,epithet,,,,Direct,Hera,
1031,Athena,Διὸς τέκος,,Iliad,2,157,epithet,lineage,Zeus,,Direct,Hera,
1031,Athena,Ἀτρυτώνη,,Iliad,2,157,epithet,,,,Direct,Hera,
1033,sea,εὐρέα νῶτα,,Iliad,2,159,epithet,,,,Direct,Hera,
1035,Helen,Ἀργείην,,Iliad,2,161,epithet,,,,Direct,Hera,
1037,Achaean,χαλκοχιτώνων,,Iliad,2,163,epithet,,,,Direct,Hera,
1039,ship,ἀμφιελίσσας,,Iliad,2,165,epithet,,,,Direct,Hera,
1042,Athena,θεὰ,goddess,Iliad,2,166,descriptor,,,,Narration,Narrator,
1042,Athena,γλαυκῶπις,,Iliad,2,166,epithet,,,,Narration,Narrator,
1044,ship,θοὰς,,Iliad,2,168,epithet,,,,Narration,Narrator,
1045,Odysseus,Διὶ μῆτιν ἀτάλαντον,,Iliad,2,169,epithet,,,,Narration,Narrator,
1046,ship,ἐϋσσέλμοιο,,Iliad,2,170,epithet,,,,Narration,Narrator,
1048,Athena,γλαυκῶπις,,Iliad,2,172,epithet,,,,Narration,Narrator,
1050,Odysseus,διογενὲς,,Iliad,2,173,epithet,lineage,Zeus,,Direct,Athena,
1050,Odysseus,Λαερτιάδη,,Iliad,2,173,epithet,patronym,Laertes,,Direct,Athena,
1050,Odysseus,πολυμήχανʼ,,Iliad,2,173,epithet,,,,Direct,Athena,
1054,Helen,Ἀργείην,,Iliad,2,177,epithet,,,,Direct,Athena,
1058,ship,ἀμφιελίσσας,,Iliad,2,181,epithet,,,,Direct,Athena,
1063,Eurybates,Ἰθακήσιος,,Iliad,2,184,epithet,homeland,Ithaca,,Narration,Narrator,
1064,Agamemnon,Ἀτρεΐδεω,of Atreus,Iliad,2,185,epithet,patronym,Atreus,,Narration,Narrator,
1066,Achaean,χαλκοχιτώνων,,Iliad,2,187,epithet,,,,Narration,Narrator,
1072,generic address,δαιμόνιʼ,,Iliad,2,190,descriptor,,,,Direct,Odysseus,
1074,Agamemnon,Ἀτρεΐωνος,of Atreus,Iliad,2,192,epithet,patronym,Atreus,,Direct,Odysseus,
1075,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,193,epithet,lineage,Achaeans,,Direct,Odysseus,
1077,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,195,epithet,lineage,Achaeans,,Direct,Odysseus,
1078,kings,διοτρεφέων,,Iliad,2,196,epithet,lineage,Zeus,,Direct,Odysseus,
1079,Zeus,μητίετα,,Iliad,2,197,epithet,,,,Direct,Odysseus,
1085,general address,δαιμόνιʼ,,Iliad,2,200,descriptor,,,,Direct,Odysseus,
1090,Zeus,Κρόνου πάϊς,,Iliad,2,205,epithet,lineage,Kronos,,Direct,Odysseus,
1090,Kronos,ἀγκυλομήτεω,,Iliad,2,205,epithet,,,,Direct,Odysseus,
1096,sea,πολυφλοίσβοιο,,Iliad,2,209,epithet,,,,Narration,Narrator,
1100,Thersites,ἀμετροεπὴς,,Iliad,2,212,descriptor,,,,Narration,Narrator,
1104,Thersites,αἴσχιστος,,Iliad,2,216,descriptor,,,,Narration,Narrator,
1108,Thersites,ἔχθιστος,,Iliad,2,220,descriptor,,,,Narration,Narrator,
1109,Agamemnon,δίῳ,,Iliad,2,221,descriptor,,,,Narration,Narrator,
1110,cries,ὀξέα,,Iliad,2,222,epithet,,,,Narration,Narrator,
1115,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,225,epithet,patronym,Atreus,,Direct,Thersites,
1120,Trojan,ἱπποδάμων,,Iliad,2,230,epithet,,,,Direct,Thersites,
1124,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,234,epithet,lineage,Achaeans,,Direct,Thersites,
1132,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,242,epithet,patronym,Atreus,,Direct,Thersites,
1135,Agamemnon,ποιμένα λαῶν,,Iliad,2,243,epithet,,,,Narration,Narrator,
1136,Odysseus,δῖος,,Iliad,2,244,descriptor,,,,Narration,Narrator,
1139,Thersites,ἀκριτόμυθε,,Iliad,2,246,epithet,,,,Direct,Odysseus,
1142,"Agamemnon, Menelaus",Ἀτρεΐδῃς,of Atreus,Iliad,2,249,epithet,patronym,Atreus,,Direct,Odysseus,
1146,sons of Achaeans,υἷες Ἀχαιῶν,,Iliad,2,253,epithet,lineage,Achaeans,,Direct,Odysseus,
1147,Agamemnon,Ἀτρεΐδῃ,of Atreus,Iliad,2,254,epithet,patronym,Atreus,,Direct,Odysseus,
1147,Agamemnon,ποιμένι λαῶν,,Iliad,2,254,epithet,,,,Direct,Odysseus,
1149,Danaans,ἥρωες,,Iliad,2,256,descriptor,,,,Direct,Odysseus,
1153,Odysseus,Τηλεμάχοιο πατὴρ,,Iliad,2,260,epithet,lineage,Telemachus,,Direct,Odysseus,
1156,ship,θοὰς,,Iliad,2,263,epithet,,,,Direct,Odysseus,
1172,Thersites,λωβητῆρα ἐπεσβόλον,scurrilous slanderer,Iliad,2,275,descriptor,,,,Direct,general gathering,
1177,Odysseus,πτολίπορθος,,Iliad,2,278,epithet,,,,Narration,Narrator,
1178,Athena,γλαυκῶπις,,Iliad,2,279,epithet,,,,Narration,Narrator,
1180,sons of Achaeans,υἷες Ἀχαιῶν,,Iliad,2,281,epithet,lineage,Achaeans,,Narration,Narrator,
1184,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,284,epithet,patronym,Atreus,,Direct,Odysseus,
1184,Agamemnon,ἄναξ,,Iliad,2,284,epithet,,,,Direct,Odysseus,
1187,Argos,ἱπποβότοιο,,Iliad,2,287,epithet,,,,Direct,Odysseus,
1188,Troy,εὐτείχεον,,Iliad,2,288,epithet,,,,Direct,Odysseus,
1197,ship,κορωνίσιν,,Iliad,2,297,epithet,,,,Direct,Odysseus,
1207,gods,ἀθανάτοισι,,Iliad,2,306,descriptor,,,,Direct,Odysseus,
1210,Zeus,Ὀλύμπιος,,Iliad,2,309,epithet,,,,Direct,Odysseus,
1219,Zeus,θεὸς,,Iliad,2,318,descriptor,,,,Direct,Odysseus,
1220,Zeus,Κρόνου πάϊς,,Iliad,2,319,epithet,lineage,Kronos,,Direct,Odysseus,
1220,Kronos,ἀγκυλομήτεω,,Iliad,2,319,epithet,,,,Direct,Odysseus,
1222,gods,θεῶν,,Iliad,2,321,descriptor,,,,Direct,Odysseus,
1225,Achaean,κομόωντες,,Iliad,2,323,epithet,,,,Direct,Odysseus,
1226,Zeus,μητίετα,,Iliad,2,324,epithet,,,,Direct,Odysseus,
1231,Troy,εὐρυάγυιαν,,Iliad,2,329,descriptor,,,,Direct,Odysseus,
1234,Achaean,ἐϋκνήμιδες,well-greaved,Iliad,2,331,epithet,,,,Direct,Odysseus,
1240,Odysseus,θείοιο,,Iliad,2,335,epithet,,,,Narration,Narrator,
1242,Nestor,Γερήνιος,,Iliad,2,336,epithet-place,homeland,Gerenia,,Narration,Narrator,
1242,Nestor,ἱππότα,,Iliad,2,336,epithet,,,,Narration,Narrator,
1251,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,344,epithet,patronym,Atreus,,Direct,Nestor,
1255,Zeus,αἰγιόχοιο,,Iliad,2,348,epithet,,,,Direct,Nestor,
1257,Zeus,ὑπερμενέα,,Iliad,2,350,epithet,,,,Direct,Nestor,
1257,Zeus,Κρονίωνα,,Iliad,2,350,epithet,lineage,Kronos,,Direct,Nestor,
1265,ship,ἐϋσσέλμοιο,,Iliad,2,358,epithet,,,,Direct,Nestor,
1267,Agamemnon,ἄναξ,,Iliad,2,360,epithet,,,,Direct,Nestor,
1279,Agamemnon,κρείων,,Iliad,2,369,epithet,,,,Narration,Narrator,
1281,Nestor,γέρον,,Iliad,2,370,descriptor,,,,Direct,Agamemnon,
1281,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,2,370,epithet,lineage,Achaeans,,Direct,Agamemnon,
1282,Zeus,πάτερ,,Iliad,2,371,descriptor,,,,Direct,Agamemnon,
1284,Troy,πόλις Πριάμοιο,,Iliad,2,373,descriptor,,,,Direct,Agamemnon,
1284,Priam,ἄνακτος,,Iliad,2,373,epithet,,,,Direct,Agamemnon,
1286,Zeus,αἰγίοχος,,Iliad,2,375,epithet,,,,Direct,Agamemnon,
1286,Zeus,Κρονίδης,,Iliad,2,375,epithet,patronym,Kronos,,Direct,Agamemnon,
1294,horse,ὠκυπόδεσσιν,,Iliad,2,383,epithet,,,,Direct,Agamemnon,
1296,Ares,στυγερῷ,,Iliad,2,385,epithet,,,,Direct,Agamemnon,
1300,shield,ἀμφιβρότης,,Iliad,2,389,epithet,,,,Direct,Agamemnon,
1303,ship,κορωνίσιν,,Iliad,2,392,epithet,,,,Direct,Agamemnon,
1313,gods,θεῶν,,Iliad,2,400,descriptor,,,,Narration,Narrator,
1313,gods,αἰειγενετάων,,Iliad,2,400,descriptor,,,,Narration,Narrator,
1315,Agamemnon,ἄναξ ἀνδρῶν,,Iliad,2,402,epithet,,,,Narration,Narrator,
1316,Zeus,ὑπερμενέϊ,,Iliad,2,403,epithet,,,,Narration,Narrator,
1316,Zeus,Κρονίωνι,,Iliad,2,403,epithet,lineage,Kronos,,Narration,Narrator,
1318,Idomeneus,ἄνακτα,,Iliad,2,405,epithet,,,,Narration,Narrator,
1319,Diomedes,Τυδέος υἱόν,,Iliad,2,406,epithet,lineage,Tydeus,,Narration,Narrator,
1320,Odysseus,Διὶ μῆτιν ἀτάλαντον,,Iliad,2,407,epithet,,,,Narration,Narrator,
1321,Menelaus,βοὴν ἀγαθὸς,good at the war cry,Iliad,2,408,epithet,,,,Narration,Narrator,
1324,Agamemnon,κρείων,,Iliad,2,411,epithet,,,,Narration,Narrator,
1326,Zeus,κύδιστε,,Iliad,2,412,descriptor,,,,Direct,Agamemnon,
1326,Zeus,μέγιστε,,Iliad,2,412,descriptor,,,,Direct,Agamemnon,
1326,Zeus,κελαινεφὲς,,Iliad,2,412,epithet,,,,Direct,Agamemnon,
1326,Zeus,αἰθέρι ναίων,,Iliad,2,412,descriptor,,,,Direct,Agamemnon,
1336,Zeus,Κρονίων,,Iliad,2,419,epithet,lineage,Kronos,,Narration,Narrator,
1350,Nestor,Γερήνιος,,Iliad,2,433,epithet-place,homeland,Gerenia,,Narration,Narrator,
1350,Nestor,ἱππότα,,Iliad,2,433,epithet,,,,Narration,Narrator,
1352,Agamemnon,Ἀτρεΐδη,of Atreus,Iliad,2,434,epithet,patronym,Atreus,,Direct,Nestor,
1352,Agamemnon,κύδιστε,,Iliad,2,434,descriptor,,,,Direct,Nestor,
1352,Agamemnon,ἄναξ ἀνδρῶν,,Iliad,2,434,epithet,,,,Direct,Nestor,
1354,Zeus,θεὸς,,Iliad,2,436,descriptor,,,,Direct,Nestor,
1355,Achaean,χαλκοχιτώνων,,Iliad,2,437,epithet,,,,Direct,Nestor,
1358,Ares,ὀξὺν,,Iliad,2,440,epithet,,,,Direct,Nestor,
1361,Agamemnon,ἄναξ ἀνδρῶν,,Iliad,2,441,epithet,,,,Narration,Narrator,
1362,Heralds,λιγυφθόγγοισι,,Iliad,2,442,epithet,,,,Narration,Narrator,
1363,Achaean,κομόωντας,,Iliad,2,443,epithet,,,,Narration,Narrator,
1365,Agamemnon,Ἀτρεΐωνα,of Atreus,Iliad,2,445,epithet,patronym,Atreus,,Narration,Narrator,
1365,kings,διοτρεφέες,,Iliad,2,445,epithet,lineage,Zeus,,Narration,Narrator,
1366,Athena,γλαυκῶπις,,Iliad,2,446,epithet,,,,Narration,Narrator,
1367,Athena,αἰγίδʼ ἔχουσʼ ἐρίτιμον,,Iliad,2,447,descriptor,,,,Narration,Narrator,
1367,Athena,ἀγήρων,,Iliad,2,447,descriptor,,,,Narration,Narrator,
1367,Athena,ἀθανάτην,,Iliad,2,447,epithet,,,,Narration,Narrator,
1374,ship,γλαφυρῇσι,,Iliad,2,454,epithet,,,,Narration,Narrator,
1396,Achaean,κομόωντες,,Iliad,2,472,epithet,,,,Narration,Narrator,
1402,Agamemnon,κρείων,,Iliad,2,477,epithet,,,,Narration,Narrator,
1403,Agamemnon,ὄμματα καὶ κεφαλὴν ἴκελος Διὶ,,Iliad,2,478,descriptor,,,,Narration,Narrator,
1403,Zeus,τερπικεραύνῳ,,Iliad,2,478,epithet,,,,Narration,Narrator,
1404,Agamemnon,Ἄρεϊ δὲ ζώνην,,Iliad,2,479,descriptor,,,,Narration,Narrator,
1404,Agamemnon,στέρνον δὲ Ποσειδάωνι,,Iliad,2,479,descriptor,,,,Narration,Narrator,
1407,Agamemnon,Ἀτρεΐδην,of Atreus,Iliad,2,482,epithet,patronym,Atreus,,Narration,Narrator,
1408,Agamemnon,ἐκπρεπέʼ ἐν πολλοῖσι,,Iliad,2,483,descriptor,,,,Narration,Narrator,
1408,Agamemnon,ἔξοχον ἡρώεσσιν,,Iliad,2,483,descriptor,,,,Narration,Narrator,
1411,Muses,θεαί,goddess,Iliad,2,485,descriptor,,,,Narration,Narrator,
1411,Muses,ἴστέ τε πάντα,,Iliad,2,485,descriptor,,,,Narration,Narrator,
1417,Muses,Ὀλυμπιάδες,,Iliad,2,491,epithet,,,,Narration,Narrator,
1417,Zeus,αἰγιόχοιο,,Iliad,2,491,epithet,,,,Narration,Narrator,
1418,Muses,θυγατέρες,,Iliad,2,492,epithet,lineage,Zeus,,Narration,Narrator,
1423,Aulis,πετρήεσσαν,,Iliad,2,496,descriptor,,,,Narration,Narrator,
1424,Eteonus,πολύκνημόν,,Iliad,2,497,descriptor,,,,Narration,Narrator,
1425,Mycalessus,εὐρύχορον,,Iliad,2,498,descriptor,,,,Narration,Narrator,
1428,Medeon,ἐϋκτίμενον πτολίεθρον,,Iliad,2,501,epithet,,,,Narration,Narrator,
1429,Thisbe,πολυτρήρωνά,,Iliad,2,502,descriptor,,,,Narration,Narrator,
1430,Haliartus,ποιήενθʼ,,Iliad,2,503,descriptor,,,,Narration,Narrator,
1432,lower thebe,ἐϋκτίμενον πτολίεθρον,,Iliad,2,505,epithet,,,,Narration,Narrator,
1433,Onchestus,ἱερὸν,,Iliad,2,506,descriptor,,,,Narration,Narrator,
1433,Onchestus,Ποσιδήϊον ἀγλαὸν ἄλσος,,Iliad,2,506,descriptor,,,,Narration,Narrator,
1434,Arne,πολυστάφυλον,,Iliad,2,507,descriptor,,,,Narration,Narrator,
1435,nisa,ζαθέην,,Iliad,2,508,descriptor,,,,Narration,Narrator,
1441,"Ascalaphus, Ialmenus",υἷες Ἄρηος,,Iliad,2,512,epithet,lineage,Ares,,Narration,Narrator,
1442,Actor,Ἀζεΐδαο,,Iliad,2,513,epithet,patronym,Azeus,,Narration,Narrator,
1443,Astyoche,παρθένος αἰδοίη,,Iliad,2,514,descriptor,,,,Narration,Narrator,
1444,Ares,κρατερῷ,,Iliad,2,515,descriptor,,,,Narration,Narrator,
1448,"Schedius, Epistrophus",υἷες Ἰφίτου,,Iliad,2,518,epithet,lineage,Iphitus,,Narration,Narrator,
1448,Iphitus,μεγαθύμου,,Iliad,2,518,epithet,,,,Narration,Narrator,
1448,Iphitus,Ναυβολίδαο,,Iliad,2,518,epithet,patronym,Naubolus,,Narration,Narrator,
1449,Pytho,πετρήεσσαν,,Iliad,2,519,descriptor,,,,Narration,Narrator,
1450,Crisa,ζαθέην,,Iliad,2,520,descriptor,,,,Narration,Narrator,
1452,Cephisus,δῖον,,Iliad,2,522,epithet,,,,Narration,Narrator,
1458,Lesser Ajax,Ὀϊλῆος,,Iliad,2,527,epithet,patronym,Oileus,,Narration,Narrator,
1458,Lesser Ajax,ταχὺς,,Iliad,2,527,epithet,,,,Narration,Narrator,
1459,Lesser Ajax,μείων,,Iliad,2,528,epithet,,,,Narration,Narrator,
1459,Telamonian Ajax,Τελαμώνιος,,Iliad,2,528,epithet,,,,Narration,Narrator,
1463,Augeiae,ἐρατεινὰς,,Iliad,2,532,descriptor,,,,Narration,Narrator,
1466,euboea,ἱερῆς,,Iliad,2,535,descriptor,,,,Narration,Narrator,
1469,Histiaea,πολυστάφυλόν,,Iliad,2,537,descriptor,,,,Narration,Narrator,
1472,Elphenor,ὄζος Ἄρηος,,Iliad,2,540,epithet,,,,Narration,Narrator,
1473,Elphenor,Χαλκωδοντιάδης,,Iliad,2,541,epithet,patronym,Chalcedon,,Narration,Narrator,
1473,Abantes,μεγαθύμων,,Iliad,2,541,epithet,,,,Narration,Narrator,
1474,Abantes,θοοὶ,,Iliad,2,542,descriptor,,,,Narration,Narrator,
1474,Abantes,κομόωντες,,Iliad,2,542,epithet,,,,Narration,Narrator,
1480,Athens,ἐϋκτίμενον πτολίεθρον,,Iliad,2,546,epithet,,,,Narration,Narrator,
1481,Erectheus,μεγαλήτορος,,Iliad,2,547,epithet,,,,Narration,Narrator,
1482,Athena,Διὸς θυγάτηρ,,Iliad,2,548,epithet,lineage,Zeus,,Narration,Narrator,
1482,earth,ζείδωρος,,Iliad,2,548,epithet,,,,Narration,Narrator,
1486,Menestheus,υἱὸς Πετεῶο,,Iliad,2,552,epithet,lineage,Peteos,,Narration,Narrator,
1495,Tiryns,τειχιόεσσαν,,Iliad,2,559,epithet,,,,Narration,Narrator,
1497,epidaurus,ἀμπελόεντʼ,,Iliad,2,561,epithet,,,,Narration,Narrator,
1499,Diomedes,βοὴν ἀγαθὸς,,Iliad,2,563,epithet,,,,Narration,Narrator,
1500,Sthenelus,Καπανῆος ,,Iliad,2,564,epithet,lineage,Capaneus,,Narration,Narrator,
1500,Capaneus,ἀγακλειτοῦ,,Iliad,2,564,descriptor,,,,Narration,Narrator,
1501,Euryalus,ἰσόθεος φὼς,,Iliad,2,565,descriptor,,,,Narration,Narrator,
1502,Mecisteus,υἱὸς Ταλαϊονίδαο,,Iliad,2,566,epithet,lineage,Talaus,,Narration,Narrator,
1502,mecisteus,ἄνακτος,,Iliad,2,566,epithet,,,,Narration,Narrator,
1503,Diomedes,βοὴν ἀγαθὸς,,Iliad,2,567,epithet,,,,Narration,Narrator,
1506,Mycenae,ἐϋκτίμενον πτολίεθρον,,Iliad,2,569,epithet,,,,Narration,Narrator,
1507,corinth,ἀφνειόν,,Iliad,2,570,descriptor,,,,Narration,Narrator,
1507,cleonae,ἐϋκτιμένας,,Iliad,2,570,descriptor,,,,Narration,Narrator,
1508,Araethyrea,ἐρατεινὴν,,Iliad,2,571,descriptor,,,,Narration,Narrator,
1510,Gonoessa,αἰπεινὴν,,Iliad,2,573,descriptor,,,,Narration,Narrator,
1512,Helice,εὐρεῖαν,,Iliad,2,575,descriptor,,,,Narration,Narrator,
1513,Agamemnon,κρείων,,Iliad,2,576,epithet,,,,Narration,Narrator,
1514,Agamemnon,Ἀτρεΐδης,of Atreus,Iliad,2,577,epithet,patronym,Atreus,,Narration,Narrator,
1517,Agamemnon,ἄριστος,,Iliad,2,580,descriptor,,,,Narration,Narrator,
1520,Lacedaemon,κοίλην,,Iliad,2,581,epithet,,,,Narration,Narrator,
1520,Lacedaemon,κητώεσσαν,,Iliad,2,581,descriptor,,,,Narration,Narrator,
1521,Messe,πολυτρήρωνά,,Iliad,2,582,descriptor,,,,Narration,Narrator,
1522,Augeiae,ἐρατεινάς,,Iliad,2,583,descriptor,,,,Narration,Narrator,
1525,Menelaus,βοὴν ἀγαθὸς,good at the war cry,Iliad,2,586,epithet,,,,Narration,Narrator,
1531,Arene,ἐρατεινὴν,,Iliad,2,591,descriptor,,,,Narration,Narrator,
1535,Thamyris,Θρήϊκα,,Iliad,2,595,epithet-place,homeland,Thrace,,Narration,Narrator,
1536,Eurytus,Οἰχαλιῆος,,Iliad,2,596,epithet-place,homeland,Oechalia,,Narration,Narrator,
1538,Muses,κοῦραι Διὸς,,Iliad,2,598,epithet,lineage,Zeus,,Narration,Narrator,
